"Laboratory","LabCode","SubjectCode","SubjectName","Section","Day","StartTime","EndTime","SchoolID","FullName","SchoolEmail","DualLaboratoryStudent","StudentClasses"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M1","Monday","3:00 PM","6:00 PM","24-4313-002","Sophia Cruz","sophia.cruz@cit.edu","Yes","CE - CE 311 / 1M1 / Monday 3:00 PM-6:00 PM; CHE - CHEM 201 / 2V2 / Tuesday 10:30 AM-1:30 PM; CHE - CHEM102 / 1V3 / Monday 1:30 PM-4:30 PM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-021","Andrew Chua","andrew.chua@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-026","Angela Sy","angela.sy@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-017","Daniel Velasco","daniel.velasco@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-025","Elijah Co","elijah.co@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-9000-006","Fiona Abella","fiona.abella@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; ME - ME 421 / 3P1 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-9000-007","Gabriel Abella","gabriel.abella@cit.edu","No","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-027","Gabriel Uy","gabriel.uy@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-9000-008","Hannah Abella","hannah.abella@cit.edu","No","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-018","Hannah Perez","hannah.perez@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-015","Henry Salazar","henry.salazar@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-9000-009","Isaac Abella","isaac.abella@cit.edu","No","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-9000-010","Janelle Abella","janelle.abella@cit.edu","No","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-028","Jasmine Lee","jasmine.lee@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-023","Joshua Tan","joshua.tan@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-019","Matthew Dela Cruz","matt.dc@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-020","Natalie Ong","natalie.ong@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-029","Nathan Chan","nathan.chan@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-024","Patricia Go","patricia.go@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-022","Samantha Yu","samantha.yu@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 311","Surveying Laboratory","1M2","Monday","10:30 AM","1:30 PM","24-4313-016","Victoria Lim","victoria.lim@cit.edu","Yes","CE - CE 311 / 1M2 / Monday 10:30 AM-1:30 PM; CHE - CHEM 202 / 3V1 / Wednesday 7:30 AM-10:30 AM; CHE - CHEM102 / 2V1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-027","Adrian Bautista","adrian.bautista@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-028","Bianca Bautista","bianca.bautista@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-029","Carlo Bautista","carlo.bautista@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-030","Daphne Bautista","daphne.bautista@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-011","Kyle Abella","kyle.abella@cit.edu","Yes","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM; CHE - CHEN 203 / 4V1 / Thursday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-012","Larissa Abella","larissa.abella@cit.edu","Yes","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM; ME - ME 431 / 4P1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-013","Marco Abella","marco.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-014","Nadine Abella","nadine.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-015","Oscar Abella","oscar.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-016","Patricia Abella","patricia.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-017","Quentin Abella","quentin.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-018","Rhea Abella","rhea.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-019","Samuel Abella","samuel.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-020","Trisha Abella","trisha.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-021","Ulysses Abella","ulysses.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-022","Vanessa Abella","vanessa.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-023","Warren Abella","warren.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-024","Xandra Abella","xandra.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-025","Yves Abella","yves.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","1M3","Monday","3:00 PM","6:00 PM","24-9000-026","Zara Abella","zara.abella@cit.edu","No","CE - CE 312 / 1M3 / Monday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-031","Enzo Bautista","enzo.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-032","Fiona Bautista","fiona.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-033","Gabriel Bautista","gabriel.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-034","Hannah Bautista","hannah.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-035","Isaac Bautista","isaac.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-036","Janelle Bautista","janelle.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-037","Kyle Bautista","kyle.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-038","Larissa Bautista","larissa.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-039","Marco Bautista","marco.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-040","Nadine Bautista","nadine.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-041","Oscar Bautista","oscar.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-042","Patricia Bautista","patricia.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-043","Quentin Bautista","quentin.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-044","Rhea Bautista","rhea.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-045","Samuel Bautista","samuel.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-046","Trisha Bautista","trisha.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-047","Ulysses Bautista","ulysses.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-048","Vanessa Bautista","vanessa.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-049","Warren Bautista","warren.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 312","Soil Mechanics Laboratory","2M1","Tuesday","7:30 AM","10:30 AM","24-9000-050","Xandra Bautista","xandra.bautista@cit.edu","No","CE - CE 312 / 2M1 / Tuesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-030"," Bianca Kho","bianca.kho@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-041"," Vincent Robles","vincent.robles@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-033","Aaron Te","aaron.te@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-9000-053","Adrian Cabrera","adrian.cabrera@cit.edu","No","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-043","Adrian Dominguez","adrian.dominguez@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-9000-054","Bianca Cabrera","bianca.cabrera@cit.edu","No","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-031","Caleb Wong","caleb.wong@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-042","Camille Javier","camille.javier@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
